class	count	class;label
Q51160764	6	'audio programming language'@en
Q511056	6	'solar deity'@en
Q5084	6	'hamlet'@en
Q507619	6	'retail chain'@en
Q50053	6	'binary star'@en
Q4442611	6	'fashion style'@en
Q44409287	6	'type of machine element'@en
Q41614	6	'constitutional monarchy'@en
Q40080	6	'beach'@en
Q4004706	6	'unicase alphabet'@en
Q399811	6	'Japanese television drama'@en
Q386724	6	'work'@en
Q38672	6	'dog type'@en
Q383092	6	'Art school'@en
Q33837	6	'archipelago'@en
Q33829	6	'human population'@en
Q33104069	6	'political concept'@en
Q327496	6	'hairstyle'@en
Q3144351	6	'scientific hypothesis'@en
Q309170	6	'Denmark in the Eurovision Song Contest'@en
Q29643579	6	'multi-level marketing company'@en
Q2948561	6	'fair ground'@en
Q2922711	6	'bowl game'@en
Q2803758	6	'death deity'@en
Q28020127	6	'fictional humanoid'@en
Q27951514	6	'indoor arena'@en
Q2738074	6	'political movement'@en
Q2717948	6	'Oxegen'@en
Q26887428	6	'nation at competition'@en
Q2630741	6	'community'@en
Q2590631	6	'municipality of Hungary'@en
Q245102	6	'triangular number'@en
Q2418495	6	'independent school'@en
Q2267705	6	'field of study'@en
Q220505	6	'film festival'@en
Q219577	6	'holding company'@en
Q218616	6	'proprietary software'@en
Q21074597	6	'occupational carcinogen'@en
Q210588	6	'umbrella term'@en
Q200538	6	'party'@en
Q1964689	6	'fictional city'@en
Q194195	6	'amusement park'@en
Q189118	6	'cell type'@en
Q187588	6	'social class'@en
Q18663579	6	'former municipality of Norway'@en
Q1826286	6	'religious movement'@en
Q180673	6	'ceremonial county of England'@en
Q1802963	6	'mansion'@en
Q1802801	6	'rural municipality of Austria'@en
Q175331	6	'demonstration'@en
Q17438413	6	'videography'@en
Q17127659	6	'terrorist organization'@en
Q1711403	6	'youth symphony orchestra'@en
Q1697305	6	'narrative motif'@en
Q16913666	6	'Academy Awards ceremony'@en
Q1684352	6	'men\'s chorus'@en
Q16748867	6	'basic emotion'@en
Q167172	6	'stereotype'@en
Q1650727	6	'song book'@en
Q16017119	6	'collective pseudonym'@en
Q15987302	6	'legal profession'@en
Q15925549	6	'cultural generation of western society'@en
Q15780329	6	'horror film character'@en
Q1538570	6	'gospel choir'@en
Q15284	6	'municipality'@en
Q15273785	6	'Belgian municipality with the title of city'@en
Q15206070	6	'popular music venue'@en
Q1520223	6	'constitutional republic'@en
Q15056993	6	'aircraft family'@en
Q1486643	6	'pronic number'@en
Q1470705	6	'fertility deity'@en
Q146083	6	'Ancient Egyptian deity'@en
Q141683	6	'broadcast network'@en
Q1358344	6	'news program'@en
Q1347367	6	'aptitude'@en
Q133311	6	'tribe'@en
Q13226383	6	'facility'@en
Q13218690	6	'town in Hungary'@en
Q1302471	6	'unit of volume'@en
Q12827256	6	'myth'@en
Q1200957	6	'tourist destination'@en
Q1194583	6	'one-act play'@en
Q1144661	6	'amusement ride'@en
Q11422	6	'toy'@en
Q11315	6	'shopping center'@en
Q11303	6	'skyscraper'@en
Q1127759	6	'cognitive bias'@en
Q108586636	6	'form of event'@en
Q107547950	6	'music award category'@en
Q106592862	6	'annual music awards ceremony'@en
Q1060750	6	'digital audio workstation'@en
Q105420	6	'anthology'@en
Q1021645	6	'office building'@en
Q100775361	6	'Wikimedia list of musical works by composer'@en
Q973861	5	'factorial prime'@en
Q97380911	5	'color feature'@en
Q91192165	5	'lyrical adaptation'@en
Q879146	5	'Christian denomination'@en
Q867335	5	'literary cycle'@en
Q862880	5	'effects unit'@en
Q861555	5	'cube'@en
Q8514257	5	'posture'@en
Q8513	5	'database'@en
Q847017	5	'sports club'@en
Q8425	5	'society'@en
Q8386	5	'drug'@en
Q83267	5	'crime'@en
Q82821	5	'tradition'@en
Q8261	5	'novel'@en
Q814344	5	'backing band'@en
Q80096233	5	'information list'@en
Q79529	5	'chemical substance'@en
Q7810129	5	'title of authority'@en
Q751989	5	'astronomical phenomenon'@en
Q744913	5	'aviation accident'@en
Q7275	5	'state'@en
Q725377	5	'graphic novel'@en
Q7247847	5	'production team'@en
Q692581	5	'holy city'@en
Q66472631	5	'nautical term'@en
Q65589340	5	'capital of a prefecture of Japan'@en
Q6428674	5	'era'@en
Q618123	5	'geographical feature'@en
Q61653556	5	'gay men\'s chorus'@en
Q60539479	5	'positive emotion'@en
Q5932254	5	'demographic profile'@en
Q58318936	5	'music production company'@en
Q57831	5	'fortress'@en
Q56557504	5	'city of Iran'@en
Q56228301	5	'surname prefixed with Ó or O'@en
Q560311	5	'literary technique'@en
Q55850593	5	'music track with vocals'@en
Q55833	5	'supercontinent'@en
Q548988	5	'Romania in the Eurovision Song Contest'@en
Q5440532	5	'federal holidays in the United States'@en
Q5151404	5	'comedic genre'@en
Q5107	5	'continent'@en
Q507221	5	'Latvia in the Eurovision Song Contest'@en
Q506214	5	'Slovenia in the Eurovision Song Contest'@en
Q494721	5	'city of Japan'@en
Q49447	5	'world view'@en
Q493169	5	'children\'s song'@en
Q49008	5	'prime number'@en
Q4886	5	'cultivar'@en
Q48349	5	'empire'@en
Q476068	5	'Act of Congress in the United States'@en
Q474090	5	'narrative poetry'@en
Q4671329	5	'academy school'@en
Q455621	5	'amateur radio frequency allocations'@en
Q4418079	5	'campaign setting'@en
Q43702	5	'federation'@en
Q431603	5	'advocacy group'@en
Q428162	5	'Finland in the Eurovision Song Contest'@en
Q41014950	5	'ChEBI Ontology term'@en
Q398141	5	'school district'@en
Q3950	5	'villa'@en
Q384748	5	'dance move'@en
Q37901	5	'strait'@en
Q3769299	5	'human behavior'@en
Q35666	5	'glacier'@en
Q336144	5	'anthology film'@en
Q33384	5	'dialect'@en
Q31172650	5	'moral quality'@en
Q310890	5	'monotypic taxon'@en
Q30022	5	'coffeehouse'@en
Q2995256	5	'rail vehicle manufacturer'@en
Q2990946	5	'golf tournament'@en
Q2910675	5	'unfinished creative work'@en
Q28813620	5	'set'@en
Q2668072	5	'collection'@en
Q2634521	5	'title of Jesus'@en
Q2634498	5	'octagonal number'@en
Q2608811	5	'principle of law'@en
Q2558684	5	'world day'@en
Q253137	5	'rock opera'@en
Q253019	5	'Ortsteil'@en
Q2512777	5	'simple substance'@en
Q24434794	5	'king in Greek mythology'@en
Q24334685	5	'mythical entity'@en
Q2418896	5	'part of the world'@en
Q24017414	5	'second-order class'@en
Q2352616	5	'catalogue'@en
Q2334719	5	'legal case'@en
Q2313686	5	'automorphic number'@en
Q23012917	5	'village of Burkina Faso'@en
Q226730	5	'silent film'@en
Q223662	5	'SI base unit'@en
Q21980538	5	'commercial organization'@en
Q219557	5	'cult film'@en
Q2190251	5	'arts centre'@en
Q21848887	5	'Christmas hymn'@en
Q2101619	5	'political slogan'@en
Q208511	5	'global city'@en
Q207599	5	'MTV Europe Music Awards'@en
Q2065736	5	'cultural property'@en
Q20650540	5	'anime film'@en
Q20203727	5	'mythical object'@en
Q20076756	5	'speculative fiction genre'@en
Q2005696	5	'commercial vehicle manufacturer'@en
Q1978718	5	'unit of length'@en
Q19464251	5	'hip hop collective'@en
Q192611	5	'electoral district'@en
Q1907114	5	'metropolitan area'@en
Q18444336	5	'unit group'@en
Q1824109	5	'song form'@en
Q181298	5	'fanzine'@en
Q180684	5	'conflict'@en
Q1785733	5	'environmental organization'@en
Q17737	5	'theory'@en
Q17518461	5	'posthumous work'@en
Q170584	5	'project'@en
Q169358	5	'stratovolcano'@en
Q16917	5	'hospital'@en
Q16748888	5	'advanced emotion'@en
Q16743958	5	'genre of painting'@en
Q1640962	5	'street or road name'@en
Q16332653	5	'meteorological phenomenon'@en
Q161726	5	'multinational corporation'@en
Q15836568	5	'computer network protocol'@en
Q15729598	5	'coachwork type'@en
Q1530022	5	'religious organization'@en
Q1509831	5	'title of Virgin Mary'@en
Q149537	5	'novella'@en
Q14506045	5	'optical phenomenon'@en
Q14208553	5	'invention'@en
Q1371849	5	'filmography'@en
Q1364157	5	'philharmonic society'@en
Q13406554	5	'sports competition'@en
Q13405593	5	'nature deity'@en
Q133182	5	'superstition'@en
Q133056	5	'mountain pass'@en
Q13235160	5	'manufacturer'@en
Q131734	5	'brewery'@en
Q1307276	5	'single-family detached home'@en
Q12684	5	'fashion'@en
Q1261230	5	'drum and bugle corps'@en
Q1243157	5	'double name'@en
Q1228895	5	'discothèque'@en
Q12131624	5	'city ​​in Ukraine'@en
Q12119802	5	'lyric poetry genre'@en
Q1160573	5	'horse breed'@en
Q1145276	5	'fictional country'@en
Q1137109	5	'video game publisher'@en
Q1136880	5	'power of two'@en
Q111241092	5	'film reboot'@en
Q1107679	5	'animation studio'@en
Q11028	5	'information'@en
Q10822464	5	'angel in Christianity'@en
Q1068162	5	'Stradivarius'@en
Q1058914	5	'software company'@en
Q104649845	5	'film organization'@en
Q104637420	5	'sourcing circumstance'@en
Q104508698	5	'concert tours of U2'@en
Q10428845	5	'narrative technique'@en
Q103914748	5	'anatomical structure class type'@en
Q101998	5	'biome'@en
Q1001388	5	'budget label'@en
Q98966309	4	'classification of human settlements'@en
Q98540827	4	'Wikimedia discography of dramatico-musical work'@en
Q9842	4	'primary school'@en
Q975166	4	'tetrahedral number'@en
Q96474678	4	'award for best original song'@en
Q96253971	4	'type of property'@en
Q95997873	4	'herbal medicinal product'@en
Q954007	4	'affinity'@en
Q951964	4	'food product'@en
Q930933	4	'relation'@en
Q89522629	4	'poetic form'@en
Q85635929	4	'urban district of Lower Saxony'@en
Q852190	4	'shipwreck'@en
Q849866	4	'communist state'@en
Q839864	4	'party game'@en
Q8394	4	'sex position'@en
Q8371	4	'cello'@en
Q836985	4	'car classification'@en
Q82047053	4	'UCUM base unit'@en
Q81941037	4	'product distribution method'@en
Q811701	4	'model series'@en
Q79226802	4	'animal from the Chinese zodiac'@en
Q785260	4	'phase of human life'@en
Q781132	4	'military branch'@en
Q77133429	4	'folk music festival'@en
Q76514543	4	'municipality of Georgia'@en
Q7623897	4	'all-female band'@en
Q7575362	4	'speech-generating device'@en
Q7543083	4	'avenue'@en
Q752920	4	'Loa'@en
Q735160	4	'crude drug'@en
Q702492	4	'urban area'@en
Q695850	4	'airbase'@en
Q694589	4	'American football position'@en
Q6857706	4	'military profession'@en
Q674928	4	'pentagonal number'@en
Q67206691	4	'infrared source'@en
Q667276	4	'art exhibition'@en
Q6607	4	'guitar'@en
Q660460	4	'Lithuania in the Eurovision Song Contest'@en
Q65967030	4	'set of comics characters'@en
Q659563	4	'video game genre'@en
Q659161	4	'Switzerland in the Eurovision Song Contest'@en
Q659103	4	'commune of Romania'@en
Q648751	4	'Malta in the Eurovision Song Contest'@en
Q6465	4	'department of France'@en
Q6460735	4	'meal'@en
Q64514668	4	'ska band'@en
Q63791824	4	'country bordering the Baltic Sea'@en
Q63254493	4	'Wikimedia glossary list article'@en
Q63188808	4	'Catholic religious occupation'@en
Q63116	4	'numeral'@en
Q625994	4	'convention'@en
Q62470341	4	'music newspaper'@en
Q6243	4	'variable star'@en
Q620615	4	'mobile app'@en
Q62032401	4	'album chart'@en
Q6168416	4	'jazz trio'@en
Q60733114	4	'music tradition'@en
Q604109	4	'Dansk Melodi Grand Prix'@en
Q5962346	4	'classification system'@en
Q589481	4	'Olympic Stadium'@en
Q573344	4	'main stream'@en
Q57305	4	'trade fair'@en
Q571571	4	'insult'@en
Q56884562	4	'animated film series'@en
Q56116950	4	'film award category'@en
Q55427776	4	'female reproductive toxicant'@en
Q54935504	4	'city of Switzerland'@en
Q5456361	4	'fixed expression'@en
Q540724	4	'T in the Park'@en
Q52193405	4	'medical term'@en
Q503847	4	'Portugal in the Eurovision Song Contest'@en
Q502895	4	'common name'@en
Q5003624	4	'memorial'@en
Q494511	4	'Devi'@en
Q48498	4	'illuminated manuscript'@en
Q47913	4	'intelligence agency'@en
Q476300	4	'competition'@en
Q47460393	4	'type of number'@en
Q47451145	4	'folktale type'@en
Q473972	4	'protected area'@en
Q465434	4	'Celtic deity'@en
Q45713	4	'titan'@en
Q451967	4	'intentional human activity'@en
Q4387609	4	'architectural firm'@en
Q43501	4	'zoo'@en
Q43136500	4	'piano duo'@en
Q43099500	4	'performing arts production'@en
Q429795	4	'mineral variety'@en
Q4274081	4	'magnitoalbom'@en
Q4220917	4	'film award'@en
Q41885931	4	'IPA symbol'@en
Q41719	4	'hypothesis'@en
Q408804	4	'borough of New York City'@en
Q40056	4	'computer program'@en
Q39911	4	'decade'@en
Q37726	4	'army'@en
Q3516862	4	'vocal technique'@en
Q35102	4	'proverb'@en
Q3505887	4	'city council'@en
Q3505845	4	'state'@en
Q3406098	4	'Roman Catholic prayer'@en
Q340169	4	'media'@en
Q3377406	4	'political catchphrase'@en
Q336	4	'science'@en
Q334166	4	'mode of transport'@en
Q33294038	4	'class of mythical entities'@en
Q33215	4	'constructed language'@en
Q33146843	4	'municipality of Catalonia'@en
Q3300034	4	'painting material'@en
Q3268848	4	'non-SI unit mentioned in and accepted with the SI'@en
Q325668	4	'designation of origin'@en
Q3254959	4	'race'@en
Q3220391	4	'social networking service'@en
Q321550	4	'Croatia in the Eurovision Song Contest'@en
Q3152824	4	'cultural institution'@en
Q3117863	4	'isolated human group'@en
Q31085894	4	
Q3100808	4	'photography genre'@en
Q2989398	4	'commune of Algeria'@en
Q29517555	4	'natural script'@en
Q29431432	4	'dyad'@en
Q28599824	4	'porcelain manufacture'@en
Q28598684	4	'branch of biology'@en
Q28061975	4	'group of Greek mythical characters'@en
Q27303706	4	'anthropomorphic cat'@en
Q27148732	4	'jazz festival'@en
Q2708515	4	'catchphrase'@en
Q269770	4	'boarding school'@en
Q26401003	4	'individual animal'@en
Q2617664	4	'construction set'@en
Q2572794	4	'forme fixe'@en
Q2560570	4	'thematic catalog'@en
Q249556	4	'railway company'@en
Q24764	4	'municipality of the Philippines'@en
Q245829	4	'Cyprus in the Eurovision Song Contest'@en
Q24579448	4	'podcast directory'@en
Q2416217	4	'theatre troupe'@en
Q2389789	4	'steel roller coaster'@en
Q23866334	4	'motorcycle model'@en
Q23719064	4	'yearly prize'@en
Q23718	4	'cardinal direction'@en
Q2305295	4	'weekly newspaper'@en
Q23002052	4	'private for-profit educational institution'@en
Q22808060	4	'state song of a state of the United States'@en
Q2270606	4	'spiritual practice'@en
Q2248485	4	'fictional mutant'@en
Q223832	4	'dominion of the British Empire'@en
Q2202509	4	'Roman city'@en
Q217041	4	'leap year starting on Sunday and ending on Monday'@en
Q217034	4	'leap year starting on Tuesday and ending on Wednesday'@en
Q217026	4	'leap year starting on Saturday and ending on Sunday'@en
Q217015	4	'leap year starting on Wednesday and ending on Thursday'@en
Q215088	4	'Yugoslavia in the Eurovision Song Contest'@en
Q213907	4	'model organism'@en
Q21009055	4	'Class IB flammable liquid'@en
Q20900468	4	'Slavic folk holiday'@en
Q207961	4	'shape'@en
Q207601	4	'American Music Awards'@en
Q20181813	4	'colonial power'@en
Q20056177	4	'development stage of animal'@en
Q19979289	4	'birth house'@en
Q19953632	4	'former administrative territorial entity'@en
Q1979154	4	'model'@en
Q19603939	4	'building component'@en
Q193605	4	'lullaby'@en
Q191067	4	'article'@en
Q1901835	4	'seat of government'@en
Q189970	4	'social status'@en
Q18949	4	'square pyramidal number'@en
Q18616317	4	'kaiju'@en
Q186081	4	'time interval'@en
Q18460285	4	'musical setting'@en
Q18343316	4	'standard UNIX utility or command'@en
Q183039	4	'form of state'@en
Q1820625	4	'LGBT chorus'@en
Q18142	4	'high-rise building'@en
Q181322	4	'insecticide'@en
Q180958	4	'faculty'@en
Q179661	4	'treatment'@en
Q179630	4	'syndrome'@en
Q1792623	4	'arts educational institution'@en
Q1792571	4	'art prize'@en
Q1788716	4	'military decoration'@en
Q178342	4	'archangel'@en
Q1749269	4	'city designated by government ordinance'@en
Q174844	4	'megacity'@en
Q17376095	4	'cadastral municipality of Austria'@en
Q17334923	4	'location'@en
Q173227	4	'physical constant'@en
Q17317604	4	'professional wrestling event'@en
Q17305127	4	'fictional profession'@en
Q1723154	4	'chamber choir'@en
Q17155032	4	'software category'@en
Q171441	4	'enclave'@en
Q17099416	4	'Wikimedia list of songs'@en
Q17004679	4	'performing rights organization'@en
Q16909656	4	'Monty Python sketch'@en
Q1664720	4	'institute'@en
Q166118	4	'archive'@en
Q16326794	4	'mythological serpent'@en
Q1631107	4	'bibliography'@en
Q162940	4	'diacritic'@en
Q162633	4	'academy'@en
Q16070115	4	'video game compilation'@en
Q160091	4	'plain'@en
Q15978299	4	'municipality with town privileges in the Czech Republic'@en
Q15944511	4	'association football team'@en
Q15851525	4	'vocal trio'@en
Q15731356	4	'apple cultivar'@en
Q15720567	4	'superhero team'@en
Q15688633	4	'ship element'@en
Q15303838	4	'municipality seat'@en
Q15229229	4	'theatre award'@en
Q1520214	4	'reappropriation'@en
Q15142894	4	'weapon model'@en
Q15079663	4	'rapid transit railway line'@en
Q15079132	4	'Christian prayer'@en
Q150784	4	'canyon'@en
Q14946528	4	'conflation'@en
Q14623646	4	'fictional organization'@en
Q1393724	4	'political faction'@en
Q13593966	4	'literary trilogy'@en
Q1352567	4	'missa brevis'@en
Q1351282	4	'crown colony'@en
Q13414953	4	'religious denomination'@en
Q133156	4	'colony'@en
Q13217644	4	'municipality of Portugal'@en
Q1318274	4	'placeholder name'@en
Q131569	4	'treaty'@en
Q131510	4	'mantra'@en
Q1307329	4	'extraterrestrials in fiction'@en
Q1295240	4	'miscellany'@en
Q12812139	4	'technical term'@en
Q125191	4	'photograph'@en
Q124734	4	'rebellion'@en
Q1244442	4	'school building'@en
Q1221280	4	'folk tale'@en
Q1221156	4	'federal state of Germany'@en
Q120560	4	'minor basilica'@en
Q1194240	4	'science fiction genre'@en
Q1194093	4	'international non-governmental organization'@en
Q1190668	4	'tribute band'@en
Q11828004	4	'province of Canada'@en
Q11664239	4	'music unit'@en
Q1153257	4	'NAACP Image Awards'@en
Q11488158	4	'corporate title'@en
Q11436	4	'aircraft'@en
Q1130645	4	'open-source software'@en
Q1128340	4	'index term'@en
Q1110684	4	'regulatory college'@en
Q109607	4	'ruins'@en
Q1093580	4	'Han surname'@en
Q10931	4	'revolution'@en
Q10843872	4	'engineering process'@en
Q108287432	4	'award for best performance'@en
Q108040195	4	'music release attribute'@en
Q108037652	4	'audio release format'@en
Q107565306	4	'music by language'@en
Q1074523	4	'planned community'@en
Q104254982	4	'concert tours of Taylor Swift'@en
Q1039303	4	'food preparation technique'@en
Q102786	4	'abbreviation'@en
Q1007870	4	'art gallery'@en
Q99541706	3	'historical unrecognized state'@en
Q99397804	3	'branch of zoology'@en
Q987767	3	'container'@en
Q956214	3	'chef-lieu'@en
Q94670589	3	'Christian organization'@en
Q9430	3	'ocean'@en
Q93342462	3	'Ancient Greek archaeological site'@en
Q929848	3	'movement'@en
Q924827	3	'Human from Star Trek'@en
Q920028	3	'sea monster'@en
Q918270	3	'initialism'@en
Q899523	3	'object-based language'@en
Q899409	3	'gens'@en
Q89473026	3	'fictional metal'@en
Q87576284	3	'manga character'@en
Q875016	3	'terrace house'@en
Q867242	3	'comics anthology'@en
Q861911	3	'speech'@en
Q8514	3	'desert'@en
